"author","authorIsChannelOwner","channelId","channelName","channelUrl","channelUsername","cid","comment","comments","commentsCount","commentsTurnedOff","date","descriptionLinks/0/text","descriptionLinks/0/url","descriptionLinks/1/text","descriptionLinks/1/url","descriptionLinks/2/text","descriptionLinks/2/url","descriptionLinks/3/text","descriptionLinks/3/url","descriptionLinks/4/text","descriptionLinks/4/url","descriptionLinks/5/text","descriptionLinks/5/url","descriptionLinks/6/text","descriptionLinks/6/url","descriptionLinks/7/text","descriptionLinks/7/url","descriptionLinks/8/text","descriptionLinks/8/url","descriptionLinks/9/text","descriptionLinks/9/url","descriptionLinks/10/text","descriptionLinks/10/url","duration","hasCreatorHeart","hashtags/0","id","input","isMonetized","likes","location","numberOfSubscribers","pageUrl","publishedTimeText","replyCount","replyToCid","subtitles","text","thumbnailUrl","title","type","url","videoId","viewCount","voteCount"
"@pchabanowich","false",,,,,"UgzWP4BmRqHlpiRGAB94AaABAg","Beats Pill is for what ails ya... I think. Bose came out just fine, and it wasn't expensive. Nice selection.  I've paired a Bose Wave (35 years old) with a laptop (for home) and it's a wow.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@carlostanega9822","false",,,,,"UgyAqoPUcMMBasXBBH14AaABAg","I agree with the beats pill, but i prefer the sound of sony over the charge 5.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"2"
"@AnnoyingCritic-is7rp","false",,,,,"UgyfKaPNiKLs9pHeDw14AaABAg","These are great I think I would add a caveat because some of these Bluetooth speakers have stereo which can't be picked up on the single mic, and also there are apps so you could possibly adjust some of the sound.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago (edited)","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@odayvissonsouza","false",,,,,"Ugx0h-qCx_gpJRNuv9F4AaABAg","If you EQ it the right way, the Motion 300 is unmatched at its class and price. I paid around 50 dolars on my unit. I have a shorts on my channel with the best eqs",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","1",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"3"
"@jaydenscheier9763","false",,,,,"UgwMl70HhHjYUAMvGc94AaABAg","im now obsessed with your reviews",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","2",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@robbieasghari8361","false",,,,,"Ugx0h-qCx_gpJRNuv9F4AaABAg.AB69dkEPaYjADV7KvVVtTs","What eq settings do you use for your motion 300? I have the motion 300 also",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago (edited)","0","Ugx0h-qCx_gpJRNuv9F4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@DannyPops","true",,,,,"UgwMl70HhHjYUAMvGc94AaABAg.AEIqBsV4LS8AEIq_hLDf2I","thank you jayden. Welcome to the channel :)",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0","UgwMl70HhHjYUAMvGc94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@jaydenscheier9763","false",,,,,"UgwMl70HhHjYUAMvGc94AaABAg.AEIqBsV4LS8AEIrIXxBU9V","@DannyPops  omg a reply! I'm still watching your video hahahah",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0","UgwMl70HhHjYUAMvGc94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@josephninerift3784","false",,,,,"Ugz-zj9xQlMq7CKRbDF4AaABAg","And this folks is how you do a proper review.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","8 days ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@AniketSen","false",,,,,"UgzE9uEerDoXYIMgELt4AaABAg","Danny your advice on the Bose Flex and the Marshall Acton II made me buy some of my most favortie bluetooth speakers till date, can't thank you enough....also I am on the fence for the beats pill...",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago (edited)","1",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@PreparationdobleH","false",,,,,"UgxnD7WYcgiGjBtakpV4AaABAg","Sound is subjective, the Marshall sounded crisp and clear so did the  pill 💊.
I own the flex 1 and 2 also the Marshall Emberton 3. in a small room the Emberton 3 sounds great, outdoors the flex 1 and 2 sound better because of the deeper bass although is my personal opinion, as I said sound is subjective",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"3"
"@Metalguy08","false",,,,,"Ugzotk-Qcn3ZENQIxJJ4AaABAg","Nice song. Beats Pill Is really good. Im planning to buy an acton 3 marshall but im considering tribit stormbox 2 It can save a lot. As a metal fanboy, stereo is for the go 😅",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","1",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"2"
"@李小翰-h4d","false",,,,,"UgxwRoudStI3XCKG5Bd4AaABAg","Hello! I really like some of your comments about Bluetooth speakers. It helped me a lot when I had difficulty choosing! Hahaha
I would like to ask, what is your recommendation for Sony ult field 1 and JBL flip 6?
Because from the data, it seems to me that the two are basically very close. I have compared them by actually listening to videos on the Internet, and I feel that the difference is quite small. I've been wondering which one to buy lately, and I'd love to know your thoughts? Thanks!
I really like your video !!👍👍",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@johnchandy7101","false",,,,,"Ugztf2DsvOdonwsbwsp4AaABAg","I think the Bose Soundlink Flex is the best quality sound - have that one. Though the Beats Pill sounds interesting enough to listen to in person but since it's not as good as the Bose I might wait until the next generation of it.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@kurosawaTaiki","false",,,,,"UgyFujrLK0kXm0TKhaJ4AaABAg","10:30 truee",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@oliverstemp9132","false",,,,,"UgxFib0zyT5MhYQrwop4AaABAg","The Pill and Flex are the best",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@eyden2727","false",,,,,"UgwvULm_CLkZBGT7kXh4AaABAg","Hi, can you please do a sound test and review for Harman Kardon Luna. I’m considering buying this or the Bose flex since they all got pretty good reviews . Thanks!❤",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@cloudyair7395","false",,,,,"UgwTZIjHBoeg-E80ujx4AaABAg","How does the tribit stormbox 2 compare to the sony ult field 1?

Is the 360 surround sounds feature for the tribit that much better than sony? If they were the same price which one would you purchase?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@SonicVibe","false",,,,,"UgwWmGs6sgIWYj5Zar54AaABAg","Got a charge 5 I love, 6 is coming out but don’t think it adds much",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 weeks ago (edited)","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@HomiRuimm","false",,,,,"UgwBJD1h2-eaDRARcqV4AaABAg","For me JBL Flip 6 and Beats Pill are the best, sound pretty identical to me, Pill is a little bit more clear but here in my country it is 4x the price of the Flip 6, Charge 5 is a JBL Flip 6 supercharged and bigger, the other i found too much bright or too much muffled like the Marshall",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","7 days ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@christlover2877","false",,,,,"Ugytqsq8ApypIgUJNZV4AaABAg","Nice review. Why not include the Motion +?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@RychDasa-dd8wh","false",,,,,"UgwdaoGISSVCN5Isa4J4AaABAg","Bose Flex and Beats Pill for me.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","8 days ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@pujani97","false",,,,,"Ugwe1kZ0QZNEwB-QsUh4AaABAg","maybe its the way the recording was but i though the storm and emberton were by far the worst... and with my eyes closed i couldnt tell when it switched between the motion 300 and flip 6 and both sounded great",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@rsolsjo","false",,,,,"Ugzg0bHX00fYnArHYTp4AaABAg","The Beats Pill sounds best to my ears, but the Sony isn't awful either (through headphones, through a YouTube video, compressed and recorded on a mic lol).",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@ChristopherReid-i1d","false",,,,,"UgzyyJ1QgFYsdcri-v54AaABAg","I agree with you about the ""bass boost"" thing... definitely a marketing gimmick if they ALL have it...and then the ones that don't, well maybe they still have great bass automatically??",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@misteryu6819","false",,,,,"UgyRllVW-GfMwZFPKuR4AaABAg","Great video! Which one would be a good bluetooth speaker to use as a desktop monitor speaker? I want something that replaces the lousy built-in speaker of my monitor, and i want to keep it clean, so minimum wiring (ideally usb-c for both audio and power, but AUX-in+power is fine). I also need stereo sound, since I watch movie with it and need to tell the lefts and rights. A good mic, since I do quite a bit of phone calls on my computer.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@TimedOut...NoWayo","false",,,,,"UgzJP40gQ31xsvvraN94AaABAg","Have you tried the Muzen Mini Bluetooth speaker? Might be impressed and blow the others out of the water 
Thanks",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@billdepalma161","false",,,,,"UgwS29Gzl3Bju_68G_54AaABAg","Listen to this video again the Beats has some nice lows charge 5 still up there and Bose flex.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@DannyPops","true",,,,,"UgzE9uEerDoXYIMgELt4AaABAg.AB516QY7UjnAB51ZmkzfOX","You don't need it! It's worth a listen if you walk by it at *best buy though.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago (edited)","0","UgzE9uEerDoXYIMgELt4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"3"
"@dr150","false",,,,,"Ugzotk-Qcn3ZENQIxJJ4AaABAg.AB5E5mBMZhTAB7cnY8BQAI","You can't compare the Acton 3 (on sale now for $199) to anything here.  It destroys these ""toys"".  The Acton is a beast that beats anything close to its price range.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugzotk-Qcn3ZENQIxJJ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@dsgaming9893","false",,,,,"UgyXYmYwYVT--BMTCXl4AaABAg","Is Tribit Xsound Plus 2 a good recommendation?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@martinwhite3559","false",,,,,"UgwDykXQl2MBhXIM1Yp4AaABAg","The Bose is great but you can tell the charge 5 is a bigger speaker. It should be tested in the next size category of speaker. I get why people like the charge 5. It sounds better than the smaller JBL speakers but is still compact enough.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@JonasWeather","false",,,,,"Ugx5yAwhRVyriF8iVEB4AaABAg","Soundcore is surprisingly good",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","3",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"4"
"@ugorjijoachin3671","false",,,,,"Ugxa6EJqIYseC4b6ssp4AaABAg","For me,Apple beatspill wins but that price is something else",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago (edited)","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@4SomethingSilly","false",,,,,"UgwTNgauWUgyi22xY6N4AaABAg","Thanks!",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","1",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@yogapramono8102","false",,,,,"UgysmW88PxdfbCsLmv54AaABAg","Beats pill and soundcore is ❤",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@Enjoywatchingyoutube8227","false",,,,,"UgyixW_POEwvvE-IVY54AaABAg","I have an old JBL Link 20 that I still use but thinking about the Marshall II",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@guitarcomet5","false",,,,,"Ugzz3XEmrYWh2gWV7Jp4AaABAg","To me, the Apple Pill sounded far better, hands down. The Soundcore was best bang for the buck.
JBL sounded weak (their speakers are hit and miss, pro line is great stuff, consumer line not so much)
Bose always has quality sound but at the cost/decibel per buck equation, they’re usually only moderately favored.
Tribit? Never heard of them. Sound is trebly and weak.
Marshall makes great guitar amps. I’m sure the name/logo is about all the amp company has in common with that speaker. Sounded midrange-y and lacked bass…just like their amps. 😂
Thanks for playing them all back to back to back…and back.
I’m sure it’s helped narrow down my selection.😊",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@El_Balai","false",,,,,"UgyJqCNEqs0IL0hNp0N4AaABAg","Great Vídeo, please updated it with the Ultimate Ears",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago (edited)","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@flintzulu","false",,,,,"Ugx4OG_zZIoQlJFLLzx4AaABAg","The Tribit flow is hot.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@namesbond4332","false",,,,,"Ugyl2pZsVrSmcTWwv3t4AaABAg","wow the Apple Beats sounds good",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@StucOStac","false",,,,,"UgyceDCrZWcUjhp6Yd54AaABAg","Hey dan, can you help me ? I need a new portable speaker and Im so confused, I dont know wich one is better for me. I kinda need a good sounding portable speaker and I understood that the flex 2 gen is the best...but im worried about the size. Bout the fact that if it's too small and I'm with some friends idk like in the gym, or in the car, I wouldn't be able to listen clear. I was thinking about the soundcore x600 but it doesn't have great basses. Can you help me pls? (I'm in love with the middletone and the bose soundlink max but my budget stops at 170$ max)",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@billdepalma161","false",,,,,"UgyqYCSFuGjuIpPPJTt4AaABAg","The charge 5 is best followed by the flex for my liking great song.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@mrpedrodrodriguezsr7628","false",,,,,"UgyOwrqNBE5qszL1zcp4AaABAg","Please try the Eduplink M8 , it will surprise you with the sound and price!",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@hazamilariff238","false",,,,,"UgydgTLaZfAFZjH7EtZ4AaABAg","just bought sony Ult 1 for 65 $, sound good actually",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","1",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@1carusGG","false",,,,,"UgwaDAx4mdQVzZwMr1B4AaABAg","I can't really decide whether the Flip 6 is better or on par wiht the Tribit Stormbox 2.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@grfnprjx","false",,,,,"UgxAOvDqCmIVn7voe3d4AaABAg","the cheap speakers are the least good sounding imo... jbl sounds great.. and bose are tops (as always).  the marshall is solid.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","13 days ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@pranaypradhan","false",,,,,"UgxB-a3hTyNDvt6-rIF4AaABAg","stumbled across you and i'm glad i did",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@LipsMalloy","false",,,,,"UgxigQ53ediPdxc3mUN4AaABAg","Can you recommend any mini or micro BT speakers that have a micro sd card capability?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@radimpalus","false",,,,,"UgzjPhu1CVe9qooOGJx4AaABAg","The JBL Charge sounds definitely the best. I just can't bear the way it looks. The Bose sounds great as well. The Stormbox sounds dull after the Bose and I wouldn't buy it based on this video, even if You said it sounds good.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@yuding237","false",,,,,"Ugx5yAwhRVyriF8iVEB4AaABAg.AB4zcwWTbrfAB5-wktkvYb","U gotta specify which one lmao, the stormbox 2 is absolutely trash",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugx5yAwhRVyriF8iVEB4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@dynamodav","false",,,,,"Ugx5yAwhRVyriF8iVEB4AaABAg.AB4zcwWTbrfABBo4ruhtLs","I’ve had the motion 300, it’s really musical and bring joy to your listening",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugx5yAwhRVyriF8iVEB4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"2"
"@lavatr8322","false",,,,,"Ugx5yAwhRVyriF8iVEB4AaABAg.AB4zcwWTbrfABeBsG6vkKX","Yea the motion 300 but remember we are listening through our headphones eq curve And.... it is recorded through a mic which we don't know what frequencies it is sensitive to....

All this on YOUTUBE",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugx5yAwhRVyriF8iVEB4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@DannyPops","true",,,,,"UgwTNgauWUgyi22xY6N4AaABAg.ABRhIFS-thqABRhuDKntr2","🤯😅 oh holy heck thank you!!!!!",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgwTNgauWUgyi22xY6N4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@jayden_2_savage635","false",,,,,"UgydgTLaZfAFZjH7EtZ4AaABAg.ABGe-zyWqT2ACVbQ4hejP9","Great deal",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgydgTLaZfAFZjH7EtZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@uzielalvarez54","false",,,,,"UgyKv7_bEA3sI4LZnDR4AaABAg","Do a review on the Skullcandy Crusher ANC 2. Absolute monster bass for headphones",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
